trip_distance,pickup_hour,surge_multiplier,wait_time,driver_rating,previous_cancellations,rain,traffic_level,cancel_trip
6.692613267523136,13,1.0,9.182446960995305,4.5142415837095085,1,0,1,1
12.050212576050736,3,1.0566602148392725,4.379996087426802,4.716597483762502,0,0,1,1
1.4637386518602924,1,1.0,4.7473132440416475,4.521850227289548,1,0,1,0
2.7640834721030414,18,1.3846293676369636,7.330057748828054,4.98240537570865,1,0,2,1
6.81744822288206,12,1.0306347533932023,8.052141355222346,4.655892354168692,1,0,1,0
3.413188786669471,21,1.0460415649842825,9.081290761884105,4.385769529776423,0,0,1,0
4.407013489637104,1,1.0,5.074836957720438,4.786172483803008,0,0,1,0
3.9388285619475543,10,1.0,4.4460571070900405,4.891507432655954,0,0,1,0
1.8443102965829143,23,1.0,7.466808408316706,4.708184949745784,1,0,1,1
3.6801412280257844,16,1.0,7.547480661862762,4.904568294310153,1,0,1,1
11.534584102281611,5,1.3712890495137655,11.899176029482556,4.83959480602602,0,1,2,1
1.2817555921996353,8,1.3895225326358482,8.167079254642006,4.762298171759558,1,0,2,0
1.4825661197742905,16,1.0,7.18230621119578,4.919796671488393,0,0,1,0
4.455281204382935,22,1.0,6.01878279649468,4.870640309010311,0,0,1,0
4.24465251947293,21,1.3023054260618117,11.003347433243603,4.7050770555944545,1,1,2,1
8.108966039034721,11,1.0,7.388515136570804,4.7699847430498785,1,0,1,0
7.3118057676354,21,1.3951234348156885,9.763024489563968,4.741664501725118,3,1,2,1
8.686224709691807,5,1.0,8.15455205136563,4.587732400711559,1,0,1,0
3.2210731262868704,0,1.0,5.457557835941182,5.0,1,0,1,0
9.715548671808195,13,1.0702030323667326,6.2099731444820305,4.974020370722075,0,0,1,0
1.9816554668848418,7,1.3845365661271156,10.084556909369796,4.9188359095042955,2,0,2,0
3.512194891533378,0,1.0458389009957068,7.589348358935096,4.32144756448199,1,0,1,0
5.866313811925559,18,1.7332760478637013,11.024015067995707,4.404244575230743,2,0,3,1
1.8388485167501276,18,1.6537551319034343,9.087319090627584,4.9300534791796595,2,0,2,1
1.6123157413618912,17,1.9566540987081655,13.658343531314548,4.212937533643423,2,1,3,1
2.4006137677324366,7,2.1210689726015763,14.050165201959727,4.783167367257212,1,1,3,1
3.1146617693160694,2,1.0,5.123398535105953,4.964548893377027,2,0,1,1
4.476991984207482,19,1.973513211305409,15.9647977541503,4.89472444988557,0,1,3,1
6.3995019086376805,20,1.4636687991611455,10.290273957592735,4.6696065235367925,2,0,2,1
2.3422241773101136,12,1.1257613112576652,5.875953382472402,4.796117351685543,2,0,1,0
6.33087306642056,10,1.1242862562858313,5.941283959547487,4.808057588807139,3,0,1,1
3.920847632815577,1,1.0,4.640677001929183,4.706977589417882,0,0,1,0
8.667748143015544,21,1.0,4.2121879437131255,4.417788633786784,2,0,1,0
3.9513500538896316,3,1.0,4.8060444392242525,4.454464007108789,1,0,1,0
5.518510373098595,4,1.2035531456719595,6.3309462064607445,5.0,0,0,1,0
13.81939173922417,10,1.5143361530205828,12.192384670813338,4.430364590914502,1,1,2,1
11.010618822443224,19,1.6048203967675276,8.436749939886644,4.5298773494096105,0,0,2,0
5.202625222626953,15,1.0,7.799496890752044,4.626951804502031,0,0,2,0
11.157717395343557,16,1.2150135653956202,9.367671426558926,4.432827519166278,0,0,2,0
7.2964483447437125,0,1.2498689912135543,9.58322836539557,4.948913032071052,1,0,2,0
7.253761638627983,6,1.1641428627722314,10.67652169381207,5.0,1,0,1,1
5.454107604641924,1,1.0,5.715459759821389,4.89514267553385,1,0,1,0
9.501270865725932,11,1.0638186998848573,4.726342723514665,4.7463214948336185,1,0,1,1
5.9937154182118215,7,1.3669773744358662,8.035224986959454,4.715792809133617,2,0,2,0
2.0225414190950604,22,1.492297756514043,13.396095939832435,4.63576819225886,1,1,2,0
1.759652304976237,16,1.0667065472728354,5.3116847324625045,4.685955927696477,0,0,1,0
14.281638691099005,11,1.0269052693015708,6.508463840502392,4.525854445671252,0,0,1,0
1.6412941899684341,14,1.3179671538867532,10.732965064904242,4.501128986873826,0,1,2,1
3.5226092109658684,15,1.0798091048661562,6.23523452414729,4.5315134739747345,1,0,1,1
5.065703173749166,16,1.2445838875229247,8.367964788344338,4.603276572088912,1,0,2,0
4.470666967544393,1,1.0305150835874972,7.159271757815585,4.7985767943703745,1,0,1,0
6.455779487962779,16,1.041687306259004,6.125808752641401,4.633392476189248,1,0,1,0
4.18961194992529,5,1.042124737869098,2.0,4.573719488886688,0,0,1,0
8.659604452991445,2,1.0151657272145018,2.9020458374390845,4.6550293888410295,1,0,1,0
3.3737876211041886,16,1.0,7.183612802099865,4.764043315589766,0,0,1,0
9.56240006388081,21,1.0,6.2259037392669505,4.717494750736148,0,0,1,0
4.14623014170465,6,1.4463469309617962,14.359809128427088,4.628434413311747,1,1,3,0
18.433848859282318,12,1.247139126276499,11.201775667495966,4.759046515008121,3,0,2,1
3.03838517834053,14,1.12025618829299,8.351043725499707,4.668432498031948,1,0,2,0
5.940311401081457,0,1.0152525882897616,6.6963768571845055,4.547162642672431,2,0,1,1
2.883395089908604,22,1.0,7.886420444353898,4.633845020795389,2,0,2,0
7.340546086040503,9,1.523184308824677,11.564337776983276,5.0,0,0,3,0
13.70768157058481,23,1.5903999338266144,12.411182437440647,4.9584120668653044,0,1,3,0
3.2671998694181412,20,1.9047298743128727,13.522762247573107,4.537490845975603,0,1,3,1
2.2231614312169343,7,1.3324419550375906,8.161800641906488,4.550240040795989,1,0,2,0
0.847133035598595,22,1.0,4.671043899153334,4.395942641551878,0,0,1,0
13.940655980269938,23,1.1988002655372276,7.234160373823185,4.505447096648,0,0,2,1
6.524110664432376,3,1.321195237676699,11.501490581830256,4.5453088311933145,0,1,2,1
11.107166455098874,22,1.1493709759005535,7.316739046858689,4.604689239713295,0,0,1,0
11.619734603735246,13,1.0256997445585831,6.017820651776688,4.851764883232722,1,0,1,0
4.440889047297253,16,1.0533695248006194,4.266822309273511,4.521250796183257,0,0,1,0
2.2456168401635512,10,1.0758981695460113,6.152584812707655,5.0,0,0,1,1
1.8145941716949983,1,1.0,6.09753694678317,4.940515301045045,1,0,1,0
4.342886442054861,4,1.0,4.190966442887822,4.420184314363105,1,0,1,0
1.8794489902589055,15,1.01325976720261,9.476455183010817,4.727899559229492,3,0,1,0
2.8296782165092713,14,1.0,4.607670048977973,4.7335140211601985,1,0,1,0
14.93716093148331,23,1.365666482414755,10.678193503223055,4.871347484294092,1,1,2,0
2.788026997730797,22,1.0413147475952622,3.590614817397063,4.602473315809007,2,0,1,0
3.037226734820158,15,1.2883606785994168,11.45581746705428,4.705886118335511,3,0,2,1
4.282346455583456,19,1.4683320454065751,9.47166688631228,4.7581929460274885,1,0,2,0
2.7744566810438993,2,1.3724160040103544,10.759804790603095,4.68949898629227,1,1,2,0
1.2604464104804292,1,1.1479481761860872,8.85383730784434,4.120097224026304,2,0,1,1
17.176305829167028,16,1.0,5.9669548912245896,4.628351124418499,2,0,1,0
3.0193722482178003,15,1.0665877823706391,6.701535155788328,4.8716278141868035,0,0,1,0
6.165265252613145,4,1.0535458747409634,8.082996780153723,4.721411490598459,1,0,1,0
5.130192437785947,14,1.0,7.491448240031435,4.543480280516282,0,0,1,0
11.291863396130335,5,1.0,5.66890686456245,4.622735504910565,0,0,1,0
4.400715308510065,0,1.4480063617904102,11.691908126476747,4.634665350498191,1,1,2,1
4.292253523519055,14,1.737448498142756,13.46156242223088,4.598598268145989,0,1,3,0
6.921876463738974,14,1.599837828303662,13.69649163969487,4.444329474239535,0,1,3,0
5.992346946875545,1,1.0,4.038335152278509,4.545759940090142,1,0,1,0
2.36659976315004,7,1.6679216138148003,14.647370708326157,4.663339858094761,1,0,3,1
3.807085836771302,18,1.7796340019748835,15.38105716338168,4.545836239454262,1,0,3,1
3.458127806914443,19,1.6266661253198413,10.92419245325847,4.892781386815173,2,0,2,1
2.935657157402175,13,1.2709932748147237,9.440924081914744,4.776346833792502,1,0,2,1
10.362140004182168,6,1.0767307362602487,4.6835739647056425,4.773349281578452,0,0,1,0
10.6677201519338,3,1.012682468513496,4.275438790653892,4.580035721216588,4,0,1,1
16.48499933083458,19,2.0401500346552157,13.295980300359933,4.718218721251183,1,1,3,1
14.039958372230807,0,1.0,5.49318333678929,4.72731947911775,1,0,1,0
0.3692030583013991,4,1.4248893969133256,8.837134465832285,4.432686299937016,1,1,2,0
9.724386584121552,9,1.5757176821102024,9.471194244676,4.461918452865103,2,0,2,0
1.683792113480696,2,1.0133299413196057,10.681782213854857,4.725177306115332,1,0,2,0
2.760658532127813,7,1.50296914186486,12.705764771067836,4.904611311050448,1,0,3,0
13.510087774626742,1,1.01504744987739,6.4521106046716765,4.474882577193607,0,0,1,0
7.799023723828823,5,1.0,3.028745293616049,4.690814234251968,1,0,1,0
14.039076518797781,15,1.031286565149091,7.948724730821501,4.690949139607133,1,0,1,0
0.7273601535936163,2,1.0346527018313,5.265644029453993,4.4089890789818895,1,0,1,0
1.643956220722746,23,1.0729236949310752,4.889651621176937,4.870880400224144,0,0,1,0
4.683972446805729,13,1.1923513487603454,6.934416045619962,4.807482400564076,0,0,1,0
11.648693188078736,9,1.8608843627747156,15.418894377905568,4.967331471551796,2,1,3,1
11.404130451482962,0,1.3564098530909565,13.038946399047209,4.755759962477092,0,1,2,1
4.0751357014263485,15,1.031606786972995,6.022541625430645,4.819915508249071,1,0,1,0
4.827631423001204,1,1.033237683351961,5.056443208194583,4.831810868782684,1,0,1,0
6.87333851050494,5,1.0,5.963570256494961,4.39869319396192,0,0,1,0
12.469340087416452,1,1.7032389398126397,14.514737831296125,4.799557661883556,3,1,3,1
11.378000572447496,6,1.332055501508225,8.77309281212052,4.725180277678992,0,1,2,1
3.5720512192976557,4,1.0,9.678554869303085,4.666175462871437,3,0,1,0
5.528942402528342,6,1.2435211528289603,9.578566260797178,4.4534919377559445,0,0,2,0
9.05010693319705,18,1.5084865458361105,8.628996054155373,4.696421004598331,3,0,2,1
2.7259745719475554,12,1.5174708039169136,12.328201527487908,4.536463520678973,0,1,3,0
7.729397154038743,23,1.7610292980482871,13.218547173153356,4.544381042833457,4,1,3,0
7.2287329163621425,3,1.0,4.518201134790342,4.739922083680557,2,0,1,0
2.8379697632726053,12,1.3050774290472114,7.717356788386192,4.843098619353897,0,0,2,0
5.491020649184039,22,1.0724829373485831,7.699207045762211,4.867430897266277,1,0,1,0
6.141338802024704,22,1.370030650406711,12.626750795436388,4.892831176834396,4,1,2,0
8.556335108190844,12,1.087680494912462,9.11079515161632,4.6527102326528285,0,0,2,0
9.980932881865858,23,1.059353943229319,7.7699827945346795,4.655622345741547,2,0,1,0
4.242756169415842,10,1.191079670230833,9.66053099081687,5.0,1,0,2,0
2.3552634127226657,4,1.0,6.53858264022055,4.658603082180327,2,0,1,0
10.42873977777774,10,1.0,5.083234271971009,4.500965208020153,3,0,1,0
4.207662901599072,15,1.0448078341012892,8.247017655456641,4.628781590276189,1,0,1,0
3.7352441456476866,2,1.3704943810194357,10.193032206767068,4.849072144815575,2,1,2,1
5.3469167403918725,9,1.4900685662207969,6.190491253604069,4.498614527810972,1,0,2,1
17.002988703942485,4,1.0,5.65158974580079,4.844918355744625,0,0,1,0
5.482422859751929,13,1.413585590156629,11.002674561656914,4.67799890025979,1,1,2,1
24.302304197651065,0,1.1164990882563923,5.2275919403500914,4.539694481979092,1,0,1,0
13.603894560977718,17,1.939530725264933,15.274376796569925,4.70015110149092,1,1,3,0
2.664769164736712,11,1.214880876167959,9.813304510363572,4.401048770710071,2,0,2,0
5.892834466416215,0,1.0,8.400146770230718,4.604689715356152,2,0,1,0
4.70628463890696,9,1.4790624386688087,10.212856510335175,4.577673252661088,0,0,2,1
1.6736054725349094,21,1.3148090866397433,10.174739831665516,4.86672064096747,0,0,2,0
7.798285417175629,4,1.2184858654060364,11.023702657670144,4.703136447294325,0,0,2,1
2.343405722874772,7,1.5163334680677538,10.139680855429615,5.0,0,0,2,0
6.822071508490817,1,1.0423507874022038,5.157104829213111,4.597802165960855,0,0,1,1
17.523789590518533,12,1.0,5.389538450439943,4.784777896488797,0,0,1,0
12.697843991980825,18,1.8313267604432648,12.162500167009924,4.8940632403576565,1,1,3,0
11.0031419144466,10,1.388342865354667,9.74960257555039,4.319065061306907,0,1,2,0
12.869353124644057,20,1.9530342901670579,11.989267037950345,4.479363123753381,0,1,3,1
8.250287651840319,11,1.168331457592753,6.898494512526396,4.255285166412561,0,0,1,0
22.85565987776607,23,1.0,4.857088142797375,4.6701088613670025,0,0,1,0
3.697665988744678,5,1.7214666780132903,15.911660341773356,4.671648489194492,2,1,3,1
3.618304434898411,7,1.7419050734753463,12.149739472649651,4.890492394107234,1,0,3,1
7.21158030583067,10,1.0,5.723172836721083,4.669877197074014,1,0,1,0
6.598543325684783,6,1.0980004236133893,5.582440548588159,4.391113230350351,1,0,1,0
1.112761661407087,5,1.0530867162067148,4.809810405174793,4.706875061805293,1,0,1,0
1.0933375269592278,7,1.3448462579031872,9.91370327858027,4.875234786338615,0,0,2,0
3.9513651050399123,21,1.3916828228065379,14.181490348767664,4.768243168498407,0,1,2,1
3.940496613319681,13,1.0,4.09445693051237,4.894411393147944,0,0,1,0
2.7245827271035195,3,1.3383194515329342,7.613463999554437,4.724950419932787,2,0,2,1
8.82449456559931,18,1.6715210590484606,14.228216053908824,5.0,4,0,3,1
1.8569299479673012,19,2.058449437515706,15.005074507723286,4.409814421777756,2,1,3,1
7.639176513295705,19,1.9780201721186075,15.282802261622393,4.589364550930546,0,1,3,1
5.22941440682496,20,1.3688450862101318,7.635479341031287,4.588573885485554,0,0,2,0
4.29669695460994,0,1.158844717624011,5.819119217289796,4.237191186799979,1,0,1,0
3.2814360451429456,19,1.5232194504642327,7.233875242126067,4.390439688738194,0,0,2,0
15.731304109178872,15,1.0530369188998798,4.866751675299076,4.53782121275995,2,0,1,0
1.0977615543522095,2,1.1269255671898621,5.499808960227342,4.350706654884194,1,0,1,0
3.256795428328899,6,1.3828743695175065,9.50460256039681,4.8566717421048065,1,1,2,0
9.764176566094454,16,1.0,4.4610527737788335,4.802024872250015,1,0,1,0
14.289983570551128,19,1.6523937442222134,10.981529480305301,4.585763205183163,2,0,3,0
11.556633440661933,13,1.0540589541812242,5.423266318437723,4.600465495314192,1,0,1,0
5.117842268113691,2,1.3010379313283262,9.303575055898042,4.3065349871548015,0,0,2,0
12.93993290415883,22,1.5547309851490467,8.467452062857333,5.0,1,1,3,1
1.4375904906452273,9,1.608424495886644,12.35421361481865,4.5296675651331215,0,0,3,0
4.421373319102677,1,1.0,6.393754336277751,4.687345208020617,1,0,1,0
5.043275341599854,11,1.3193611755172587,11.22561586530556,4.707539314624785,1,0,2,0
5.782087649739441,14,1.156373696781997,8.225825037192848,4.963101658188021,1,0,2,0
1.3603548175856792,8,1.748721819463043,10.909838793249236,4.34618993925212,1,0,3,0
1.774250815997699,9,2.097407868774502,14.675233450919972,4.488793840006666,0,1,3,1
2.7912993548963723,7,1.9231730942030392,11.355144951644773,4.7221772765656835,0,1,3,1
4.024964213985667,1,1.0037553076660564,8.455623611989115,4.45651924130061,0,0,1,0
4.683957129608324,11,1.2045406995516723,9.504157568841835,4.587160764027903,1,1,2,1
2.417055476552775,3,1.0,6.906077467382435,4.41479637657591,1,0,1,0
2.754084299204302,17,1.686906650367826,9.032833231747253,4.678605706028304,1,0,2,1
2.4577638054267457,4,1.2208491970575581,7.272478336448485,5.0,2,0,2,0
5.754217128238985,12,1.0,4.411444316981854,4.40119244134205,0,0,1,0
3.199235364780269,3,1.0,7.173041081361191,5.0,4,0,1,0
6.398491205735621,1,1.067220132652057,10.891274279998964,4.917542085231573,0,0,2,0
5.3118301290942505,19,1.533208146141681,6.72925424813272,4.666029528464454,2,0,2,0
1.9996606957553,14,1.0,6.157917935864517,4.471332201783228,1,0,1,0
11.702236210643933,2,1.2901813616221849,9.000982338462194,4.258941125448819,2,1,2,1
2.861537215043514,19,1.4869199406273044,7.719900788941333,4.843317867951931,3,0,2,1
1.8459329803415998,5,1.0,5.245696869493566,4.433858973733815,1,0,1,0
5.4752667882225765,20,1.4734079925804449,8.493277358712895,4.55081157470488,1,0,2,0
4.3109584865958155,0,1.4185116170518595,12.052844144469264,4.67876118199205,2,1,3,0
2.849011369175238,6,1.0,5.251519116031332,4.3657660455011875,5,0,1,1
20.24906536628433,22,1.0914077164224034,5.021207560175032,4.617074619885628,1,0,1,0
15.085881568988398,21,1.1378142680497614,7.07209759127655,4.863461240747665,1,0,1,0
5.91118030913009,0,1.0,9.910288744724655,4.64695249190596,0,0,1,0
8.578766119379086,14,1.065523362851376,8.975450478654029,4.715914706988434,3,0,1,0
7.559111032090454,16,1.5274683849679485,10.352816533160173,4.631187208659155,0,1,2,0
1.8188184518827446,2,1.6131119324675147,13.336116060838766,4.7719477950253575,1,1,3,1
8.225284271254209,1,1.0,6.136972092917024,4.872705648504304,1,0,1,0
4.633215931710351,3,1.4934317302180435,14.128269994459398,4.795800628678552,2,1,3,1
1.6706624504082543,17,1.3430610404625316,11.778060067220505,5.0,2,0,2,1
8.073633462123398,4,1.221416894113175,7.98016719039572,4.988882439011018,1,0,2,0
3.764508664355078,8,1.6057801007541919,8.62991336382834,4.598806760202429,1,0,2,1
0.8771501132396318,19,1.7635529146382718,12.41794331755112,4.5389809637938985,2,1,3,1
6.923697547304371,8,1.693255344144482,11.039768314748082,4.879733832067835,2,0,3,0
1.674499950155436,2,1.0603713240544197,8.591945753072647,4.8068729797272765,1,0,1,0
3.624635699350916,0,1.2817467126698372,13.236330639592804,4.80114708649456,2,0,2,0
25.184530142427832,0,1.0,3.5742421649316833,4.76749641494528,1,0,1,0
6.041138235190218,16,1.4184351024121185,16.18340071888595,4.708608174170077,2,1,3,1
4.420460733826413,0,1.3209982903184792,12.478099567175075,4.715115274534008,0,1,2,1
5.798062048000008,14,1.2092627587948923,11.95037544376238,4.661258924039008,0,0,2,0
9.702112022618243,0,1.2207488797852182,5.770629726363726,4.907721213841763,2,0,2,0
0.7330564777445661,10,1.178480367643982,7.441333247448391,4.918421356796485,0,0,2,0
7.88694710196017,5,1.3151665583047476,8.429316143750473,4.7342938635180785,0,0,2,0
6.00938078812225,0,1.0505736470933762,8.499770578545457,4.728685313371499,1,0,2,1
2.4003523065276764,9,1.3433040628832646,8.893744728125865,4.865864754516573,1,0,2,0
1.2944634866725706,16,1.0,6.932020109953653,4.868356154956802,1,0,1,0
5.97267314652054,12,1.1492952622753827,7.087621566671261,4.62240700621851,1,0,1,0
2.323914726528733,11,1.0246906063416612,7.109916077068974,4.93350196459729,4,0,1,0
8.804569251581679,18,1.5936963727146283,12.119474373920887,4.893873860481611,1,0,3,1
8.742677891943732,4,1.0,4.421179212194835,4.759690362796288,0,0,1,0
0.3498850282770169,3,1.3071734161344004,10.899154539205803,4.737695152203621,2,1,2,0
6.38998378855209,16,1.0496634614979896,5.014447144474014,4.574371252166165,2,0,1,1
7.468319863283673,14,1.4361914270730525,10.280421654850796,4.854647997333152,1,1,2,1
3.1303445822328717,5,1.0,6.081077494269001,4.374891193287588,0,0,1,0
9.460647208004836,10,1.0,5.279138380196288,4.708765759892086,2,0,1,0
2.5233705160370574,10,1.0706505463547253,6.176561127691437,5.0,1,0,1,0
2.2418889903608936,13,1.0,3.0968550604292906,4.506659621859468,0,0,1,0
3.819181076791162,15,1.0304492201680144,5.520260583166865,4.864110700577579,1,0,1,0
6.431186418613498,6,1.0,6.513159059475627,4.571131946595603,0,0,1,0
3.2483894868562317,4,1.328123865352298,10.362033993804287,4.582576945875971,0,0,2,1
10.749066309873125,18,1.918125394834505,12.424917815265221,4.904324596814608,2,1,3,1
9.62545652793978,20,2.0163000969705305,11.978006323449247,4.444863468000854,0,1,3,1
2.64975133152562,21,1.0,7.855771200433514,4.223138642242851,3,0,1,0
5.021302737990219,18,1.8434062869107595,13.241765366833233,4.701254631236884,0,1,3,0
3.4851815945442297,12,1.018745938208891,5.273974314566873,4.579228213752609,0,0,1,0
2.592831369611723,20,1.7173947208412814,11.661759864998047,4.800916362895478,1,0,3,1
6.845740898547234,0,1.7848109104105554,13.567905802473081,4.700395368951162,2,1,3,1
3.0929238454555774,11,1.712168914238792,15.751612888291668,4.811204419368458,0,1,3,1
10.638164730248409,12,1.0428967948548518,6.089537820869604,4.753718716208859,2,0,1,0
9.01868599090901,15,1.319047498519348,9.676839024204149,4.855023024317817,1,0,2,0
1.1282429648368817,15,1.2906787272932398,9.737990230254745,4.40429061260024,1,0,2,1
3.9974403287901987,20,1.56385433172676,7.841186832236646,4.625326314999383,0,0,2,0
7.381944902524811,21,1.5752291909122031,9.836590093096413,4.660475906440807,0,1,2,1
13.406929668397012,14,1.0,5.510079329008181,4.8152902690244845,1,0,1,0
0.4477301867905051,13,1.014425352228204,6.499078994377782,4.623225051733844,1,0,1,0
8.46420459362963,17,1.5820223250625494,14.040252196242019,4.581551831037437,1,0,3,1
1.8667298263745415,20,1.2797086646794282,9.017794018771177,5.0,2,0,2,0
2.6346097361501695,11,1.0188073356991774,5.323045703484503,4.582716970222245,1,0,1,0
4.473808319004742,20,1.8544828216046234,14.962841184287957,4.656568238572629,2,1,3,1
10.13594509723292,14,1.0,3.4234917774549056,4.674193176974043,1,0,1,0
3.97154915554305,5,1.0886579492757649,6.6221766931188615,4.655977253749034,2,0,1,0
6.102086513547894,0,1.3444726911986828,10.482343854771216,4.345206076777575,2,1,2,1
10.296521716821037,22,1.1666663259227523,6.7128879070759675,4.732259908532539,0,0,1,0
13.194611302381315,8,1.4959082464804931,7.541552632897748,5.0,3,0,2,0
3.574367349563234,19,1.5237829540758336,8.659586300793114,4.7639930382290325,0,0,2,0
10.043133636162974,18,1.6624491019360503,12.724185186090477,4.666348173102492,0,0,3,1
3.0932773407642484,21,1.0395294990202189,6.85664309023241,4.189290080788821,2,0,2,0
3.988677585205867,19,1.926747538889806,12.146445466925886,4.491545682390551,2,1,3,0
2.7232682133383674,22,1.1647877605783674,5.976792538909891,4.776530710295498,1,0,1,1
4.238721251120678,0,1.0252194854234287,7.587255140736152,5.0,1,0,1,0
5.05537055495328,13,1.337733502952834,10.466771346981497,5.0,1,0,2,0
8.1321432394565,5,1.2625584593675,8.126907998860482,4.6530151456958055,1,0,2,1
1.4928091418962603,17,1.6454038072885073,16.06549746650234,4.83951739406784,1,0,3,1
2.80318128474038,2,1.0,4.6066102763089045,5.0,1,0,1,0
5.4468693683565705,2,1.208129142504248,10.76762897634558,4.428805931028007,1,0,2,1
1.911041840707298,6,1.0,4.441169754013851,4.512006434169987,0,0,1,0
2.4558791462155503,20,1.3119711589431216,7.68495437157106,4.5164047790778525,0,0,2,1
6.849063612249927,20,1.6574146786032409,8.061125973473096,4.795117687185717,1,0,2,0
3.415350158494959,3,1.0791141135379279,7.071203974080428,4.529692004044136,1,0,2,1
9.280602164594157,14,1.0,4.115151996081847,4.610869939394001,1,0,1,1
3.9824609720606534,23,1.0,4.898757200818479,4.457967811317169,0,0,1,0
3.091686788920956,16,1.1366410484506186,8.575272172680187,5.0,0,0,2,0
9.933761413791867,7,1.6953059695539896,9.161549173659928,4.7582405510276065,2,0,2,0
8.672086425873093,18,1.55734474933554,8.42994473056597,4.5904008362517725,1,0,2,1
9.599853961810489,4,1.0334874703695955,10.215040857759174,4.350555666606949,2,0,2,0
3.7292463302171237,7,1.4844577567472241,10.668951457804953,4.435824328924537,2,0,2,1
4.913064783001558,14,1.1213179188391589,3.364696950897747,4.404477518616111,0,0,1,0
10.667457868086945,15,1.0,6.987214554003845,4.536518373117132,0,0,1,0
13.569516099811732,18,1.48703269479714,8.240047749318121,4.586060207414854,1,0,2,0
0.8588020386894555,11,1.4201738654796043,11.911921350508631,4.890495631390562,1,1,2,1
0.49127976973135934,13,1.1258501750087275,7.785164851365888,4.563101653877441,2,0,2,0
17.055877274988262,12,1.0,5.95046210442066,4.872508696923035,1,0,1,0
4.7981761271844405,0,1.0,5.913245081433609,4.580621043053606,1,0,1,0
8.873012422556306,23,1.1816459677983533,8.938127806531195,4.500338644941789,1,0,2,0
1.9944767975092474,4,1.0022350554966366,6.962920694165552,4.569307420855039,2,0,1,0
11.395548498914398,16,1.177672841156669,9.59856621096979,4.521296981496144,0,0,2,1
3.226735699383247,1,1.4190417001188422,10.48678666939,4.891586411043137,2,0,2,0
1.2301689771664495,14,1.0,7.660065636430976,4.617504197622413,0,0,1,0
13.01593547189942,11,1.0676507476439976,4.893394942972739,4.308990245936344,0,0,1,0
1.5610127966023954,13,1.0,5.590489877966124,4.927189569188765,0,0,1,0
10.320207481792103,20,1.5204797877281917,7.653510922087419,4.133393941971452,1,0,2,0
5.8854558459680675,7,2.0935861025680604,13.096063543078165,4.664149794928618,0,1,3,1
4.417177200630422,6,1.0981149715570353,6.1619758810878436,4.450035932082128,3,0,1,0
1.110927574460502,20,1.5265163922746587,9.247860075097387,4.596266656075758,2,0,2,0
8.552967324803845,1,1.3763462616631463,12.277386568839797,4.821747117824883,3,1,2,0
11.840855394479888,19,1.5135428834719957,10.069899376194813,4.648364972393713,1,0,2,1
6.331632658446678,14,1.0,4.79777411725349,4.772088335258554,1,0,1,0
5.420850706422592,3,1.5342721861351185,13.157253801718554,4.6337137257437,0,1,2,1
3.0801976266844138,23,1.3450075167535653,11.533007293385205,4.592081755852574,1,1,2,1
6.798365707951065,19,1.7330783806538237,10.000277987284186,4.740456081524244,3,0,3,1
0.9466907211961201,9,1.4664833026773616,6.9153297852109965,4.621202663751376,1,0,2,0
